Target_pos_z	0.25
Target_color	green
SessionTime	TrialTime	Cursor_posx	Cursor_posy	Cursor_posz	MouseX	MouseY	Phase	TargetAchieved
17.14199	3.814697E-06	0	0	0	0	0	chrono	False
17.16745	0.02545929	0	0	0	0	0	chrono	False
17.19161	0.04962158	0	0	0	0	0	chrono	False
17.2064	0.06440926	0	0	0	0	0	chrono	False
17.22434	0.08234978	0	0	0	0	0	chrono	False
17.24873	0.106739	0	0	0	0	0	chrono	False
17.26853	0.1265354	0	0	0	0	0	chrono	False
17.28623	0.1442432	0	0	0	0	0	chrono	False
17.29692	0.1549244	0	0	0	0	0	chrono	False
17.31689	0.1749039	0	0	0	0	0	chrono	False
17.33652	0.1945324	0	0	0	0	0	chrono	False
17.36078	0.2187881	0	0	0	0	0	chrono	False
17.38329	0.2412987	0	0	0	0	0	chrono	False
17.40477	0.2627811	0	0	0	0	0	chrono	False
17.43471	0.2927227	0	0	0	0	0	chrono	False
17.44912	0.3071289	0	0	0	0	0	chrono	False
17.47273	0.3307438	0	0	0	0	0	chrono	False
17.49482	0.3528309	0	0	0	0	0	chrono	False
17.51084	0.3688488	0	0	0	0	0	chrono	False
17.54114	0.399147	0	0	0	0	0	chrono	False
17.56719	0.4251995	0	0	0	0	0	chrono	False
17.58506	0.4430695	0	0	0	0	0	chrono	False
17.60891	0.4669209	0	0	0	0	0	chrono	False
17.63445	0.4924545	0	0	0	0	0	chrono	False
17.65864	0.5166531	0	0	0	0	0	chrono	False
17.68485	0.54286	0	0	0	0	0	chrono	False
17.70701	0.5650253	0	0	0	0	0	chrono	False
17.72347	0.5814781	0	0	0	0	0	chrono	False
17.74817	0.6061764	0	0	0	0	0	chrono	False
17.76495	0.6229649	0	0	0	0	0	chrono	False
17.78902	0.6470337	0	0	0	0	0	chrono	False
17.81314	0.6711464	0	0	0	0	0	chrono	False
17.83501	0.6930199	0	0	0	0	0	chrono	False
17.8517	0.7097073	0	0	0	0	0	chrono	False
17.86475	0.7227612	0	0	0	0	0	chrono	False
17.88511	0.7431202	0	0	0	0	0	chrono	False
17.91062	0.7686291	0	0	0	0	0	chrono	False
17.93014	0.7881508	0	0	0	0	0	chrono	False
17.94742	0.8054276	0	0	0	0	0	chrono	False
17.97199	0.8299999	0	0	0	0	0	chrono	False
17.99051	0.8485184	0	0	0	0	0	chrono	False
18.0095	0.8675137	0	0	0	0	0	chrono	False
18.02876	0.8867741	0	0	0	0	0	chrono	False
18.03949	0.8975029	0	0	0	0	0	chrono	False
18.05356	0.9115696	0	0	0	0	0	chrono	False
18.06911	0.9271164	0	0	0	0	0	chrono	False
18.09872	0.9567337	0	0	0	0	0	chrono	False
18.12159	0.9795971	0	0	0	0	0	chrono	False
18.14398	1.001993	0	0	0	0	0	chrono	False
18.15931	1.017321	0	0	0	0	0	chrono	False
18.18698	1.044989	0	0	0	0	0	chrono	False
18.20497	1.062975	0	0	0	0	0	chrono	False
18.22722	1.085228	0	0	0	0	0	chrono	False
18.2534	1.111412	0	0	0	0	0	chrono	False
18.27501	1.133024	0	0	0	0	0	chrono	False
18.28685	1.144863	0	0	0	0	0	chrono	False
18.31061	1.168625	0	0	0	0	0	chrono	False
18.32685	1.184866	0	0	0	0	0	chrono	False
18.34698	1.204996	0	0	0	0	0	chrono	False
18.37323	1.231239	0	0	0	0	0	chrono	False
18.38376	1.241776	0	0	0	0	0	chrono	False
18.3971	1.255112	0	0	0	0	0	chrono	False
18.42586	1.283869	0	0	0	0	0	chrono	False
18.44502	1.303034	0	0	0	0	0	chrono	False
18.46692	1.324926	0	0	0	0	0	chrono	False
18.48485	1.342857	0	0	0	0	0	chrono	False
18.50497	1.362986	0	0	0	0	0	chrono	False
18.51526	1.37327	0	0	0	0	0	chrono	False
18.53573	1.393738	0	0	0	0	0	chrono	False
18.55574	1.413752	0	0	0	0	0	chrono	False
18.57673	1.434742	0	0	0	0	0	chrono	False
18.59308	1.45109	0	0	0	0	0	chrono	False
18.61553	1.473545	0	0	0	0	0	chrono	False
18.64982	1.507828	0	0	0	0	0	chrono	False
18.66678	1.524788	0	0	0	0	0	chrono	False
18.67884	1.536848	0	0	0	0	0	chrono	False
18.70228	1.560295	0	0	0	0	0	chrono	False
18.72041	1.578423	0	0	0	0	0	chrono	False
18.74048	1.59849	0	0	0	0	0	chrono	False
18.75467	1.612684	0	0	0	0	0	chrono	False
18.77585	1.633863	0	0	0	0	0	chrono	False
18.7901	1.648109	0	0	0	0	0	chrono	False
18.80726	1.665272	0	0	0	0	0	chrono	False
18.82792	1.685926	0	0	0	0	0	chrono	False
18.84861	1.706617	0	0	0	0	0	chrono	False
18.86592	1.723927	0	0	0	0	0	chrono	False
18.88997	1.747984	0	0	0	0	0	chrono	False
18.90888	1.766888	0	0	0	0	0	chrono	False
18.93209	1.790104	0	0	0	0	0	chrono	False
18.96053	1.818537	0	0	0	0	0	chrono	False
18.98032	1.838327	0	0	0	0	0	chrono	False
19.0038	1.861807	0	0	0	0	0	chrono	False
19.03094	1.888945	0	0	0	0	0	chrono	False
19.05322	1.911232	0	0	0	0.45	-0.25	chrono	False
