Target_pos_z	0.25
Target_color	green
SessionTime	TrialTime	Cursor_posx	Cursor_posy	Cursor_posz	MouseX	MouseY	Phase	TargetAchieved
18.72665	0	0	0	0	0	0	chrono	False
18.73174	0.005092621	0	0	0	0	0	chrono	False
18.73766	0.01101494	0	0	0	0	0	chrono	False
18.74282	0.0161705	0	0	0	0	0	chrono	False
18.74805	0.02140617	0	0	0	0	0	chrono	False
18.75366	0.02701759	0	0	0	0	0	chrono	False
18.75898	0.03233337	0	0	0	0	0	chrono	False
18.76393	0.03728485	0	0	0	0	0	chrono	False
18.76922	0.04257202	0	0	0	0	0	chrono	False
18.77482	0.048172	0	0	0	0	0	chrono	False
18.77999	0.05334091	0	0	0	0	0	chrono	False
18.78548	0.05883217	0	0	0	0	0	chrono	False
18.79116	0.06451607	0	0	0	0	0	chrono	False
18.79624	0.06959152	0	0	0	0	0	chrono	False
18.80226	0.07560921	0	0	0	0	0	chrono	False
18.80751	0.08086395	0	0	0	0	0	chrono	False
18.81252	0.08587837	0	0	0	0	0	chrono	False
18.81767	0.09102249	0	0	0	0	0	chrono	False
18.82352	0.09687614	0	0	0	0	0	chrono	False
18.82882	0.1021709	0	0	0	0	0	chrono	False
18.83452	0.1078701	0	0	0	0	0	chrono	False
18.83986	0.1132164	0	0	0	0	0	chrono	False
18.84505	0.1183987	0	0	0	0	0	chrono	False
18.85058	0.1239338	0	0	0	0	0	chrono	False
18.85629	0.1296406	0	0	0	0	0	chrono	False
18.86134	0.134697	0	0	0	0	0	chrono	False
18.86636	0.1397095	0	0	0	0	0	chrono	False
18.87227	0.1456242	0	0	0	0	0	chrono	False
18.87743	0.1507797	0	0	0	0	0	chrono	False
18.88329	0.1566467	0	0	0	0	0	chrono	False
18.89334	0.1666946	0	0	0	0	0	chrono	False
18.89844	0.1717987	0	0	0	0	0	chrono	False
18.904	0.1773548	0	0	0	0	0	chrono	False
18.90966	0.1830139	0	0	0	0	0	chrono	False
18.91471	0.1880627	0	0	0	0	0	chrono	False
18.92058	0.1939354	0	0	0	0	0	chrono	False
18.92581	0.1991596	0	0	0	0	0	chrono	False
18.93099	0.2043495	0	0	0	0	0	chrono	False
18.93597	0.2093201	0	0	0	0	0	chrono	False
18.94211	0.2154636	0	0	0	0	0	chrono	False
18.9475	0.2208576	0	0	0	0	0	chrono	False
18.95341	0.2267704	0	0	0	0	0	chrono	False
18.95881	0.2321644	0	0	0	0	0	chrono	False
18.96378	0.237133	0	0	0	0	0	chrono	False
18.96971	0.2430611	0	0	0	0	0	chrono	False
18.97467	0.2480278	0	0	0	0	0	chrono	False
18.97969	0.2530441	0	0	0	0	0	chrono	False
18.98464	0.2579937	0	0	0	0	0	chrono	False
18.99077	0.2641258	0	0	0	0	0	chrono	False
18.996	0.2693577	0	0	0	0	0	chrono	False
19.00185	0.2752018	0	0	0	0	0	chrono	False
19.00739	0.2807484	0	0	0	0	0	chrono	False
19.01265	0.2860069	0	0	0	0	0	chrono	False
19.01772	0.2910786	0	0	0	0	0	chrono	False
19.0235	0.2968502	0	0	0	0	0	chrono	False
19.02892	0.3022785	0	0	0	0	0	chrono	False
19.03422	0.3075771	0	0	0	0	0	chrono	False
19.04007	0.3134232	0	0	0	0	0	chrono	False
19.04527	0.3186207	0	0	0	0	0	chrono	False
19.05138	0.3247375	0	0	0	0	0	chrono	False
19.05666	0.3300133	0	0	0	0	0	chrono	False
19.06215	0.3355083	0	0	0	0	0	chrono	False
19.06752	0.3408699	0	0	0	0	0	chrono	False
19.07316	0.3465118	0	0	0	0	0	chrono	False
19.07826	0.351614	0	0	0	0	0	chrono	False
19.08362	0.3569736	0	0	0	0	0	chrono	False
19.08974	0.3630905	0	0	0	0	0	chrono	False
19.09483	0.368187	0	0	0	0	0	chrono	False
19.10025	0.3736076	0	0	0	0	0	chrono	False
19.10608	0.3794365	0	0	0	0	0	chrono	False
19.11149	0.3848438	0	0	0	0	0	chrono	False
19.11657	0.3899231	0	0	0	0	0	chrono	False
19.12246	0.3958149	0	0	0	0	0	chrono	False
19.12786	0.4012165	0	0	0	0	0	chrono	False
19.13353	0.4068794	0	0	0	0	0	chrono	False
19.13909	0.4124451	0	0	0	0	0	chrono	False
19.14424	0.4175911	0	0	0	0	0	chrono	False
19.14954	0.4228973	0	0	0	0	0	chrono	False
19.15538	0.42873	0	0	0	0	0	chrono	False
19.16067	0.4340229	0	0	0	0	0	chrono	False
19.16592	0.43927	0	0	0	0	0	chrono	False
19.17209	0.4454479	0	0	0	0	0	chrono	False
19.1772	0.4505558	0	0	0	0	0	chrono	False
19.18221	0.4555607	0	0	0	0	0	chrono	False
19.18765	0.4610081	0	0	0	0	0	chrono	False
