Target_pos_z	0.25
Target_color	green
SessionTime	TrialTime	Cursor_posx	Cursor_posy	Cursor_posz	MouseX	MouseY	Phase	TargetAchieved
46.83088	0	0	0	0	0	0	chrono	False
46.83676	0.005886078	0	0	0	0	0	chrono	False
46.84212	0.01124573	0	0	0	0	0	chrono	False
46.84753	0.01665115	0	0	0	0	0	chrono	False
46.853	0.02212143	0	0	0	0	0	chrono	False
46.85899	0.02811813	0	0	0	0	0	chrono	False
46.86429	0.03341675	0	0	0	0	0	chrono	False
46.87032	0.03944778	0	0	0	0	0	chrono	False
46.87555	0.0446701	0	0	0	0	0	chrono	False
46.88084	0.0499649	0	0	0	0	0	chrono	False
46.88594	0.05506516	0	0	0	0	0	chrono	False
46.89207	0.06119156	0	0	0	0	0	chrono	False
46.8974	0.06652069	0	0	0	0	0	chrono	False
46.9028	0.07192993	0	0	0	0	0	chrono	False
46.90863	0.07775497	0	0	0	0	0	chrono	False
46.91374	0.08286285	0	0	0	0	0	chrono	False
46.91953	0.08865738	0	0	0	0	0	chrono	False
46.9248	0.09392166	0	0	0	0	0	chrono	False
46.93009	0.09921265	0	0	0	0	0	chrono	False
46.93517	0.10429	0	0	0	0	0	chrono	False
46.94102	0.1101418	0	0	0	0	0	chrono	False
46.94608	0.1152	0	0	0	0	0	chrono	False
46.95181	0.1209335	0	0	0	0	0	chrono	False
46.95731	0.1264305	0	0	0	0	0	chrono	False
46.96248	0.1316032	0	0	0	0	0	chrono	False
46.97309	0.1422119	0	0	0	0	0	chrono	False
46.97862	0.147747	0	0	0	0	0	chrono	False
46.98369	0.152813	0	0	0	0	0	chrono	False
46.991	0.1601219	0	0	0	0	0	chrono	False
46.9961	0.165226	0	0	0	0	0	chrono	False
47.0018	0.1709251	0	0	0	0	0	chrono	False
47.00748	0.176609	0	0	0	0	0	chrono	False
47.01253	0.1816521	0	0	0	0	0	chrono	False
47.01756	0.1866875	0	0	0	0	0	chrono	False
47.02323	0.1923561	0	0	0	0	0	chrono	False
