Target_pos_z	0.35
Target_color	green
SessionTime	TrialTime	Cursor_posx	Cursor_posy	Cursor_posz	MouseX	MouseY	Phase	TargetAchieved
4.892279	4.768372E-07	0	0	0	-0.05	0.45	chrono	False
4.898184	0.005905151	0	0	0	-0.05	0.45	chrono	False
4.90414	0.0118618	0	0	0	0	0	chrono	False
4.910012	0.01773357	0	0	0	0	0.45	chrono	False
4.915708	0.02342987	0	0	0	-0.1	0.45	chrono	False
4.921509	0.02923059	0	0	0	0	0.35	chrono	False
4.927039	0.03476095	0	0	0	0	0	chrono	False
4.932863	0.04058409	0	0	0	-0.05	0.35	chrono	False
4.938714	0.04643536	0	0	0	-0.05	0.35	chrono	False
4.944961	0.0526824	0	0	0	0	0.25	chrono	False
4.950632	0.05835342	0	0	0	0	0	chrono	False
4.956574	0.06429672	0	0	0	-0.05	0.25	chrono	False
4.962617	0.07033873	0	0	0	0	0.2	chrono	False
4.968963	0.07668447	0	0	0	0	0.05	chrono	False
4.974273	0.08199501	0	0	0	0	0	chrono	False
4.980297	0.08801889	0	0	0	0	0.05	chrono	False
4.986018	0.09373951	0	0	0	0	0	chrono	False
4.991402	0.09912395	0	0	0	0	0	chrono	False
4.996767	0.1044879	0	0	0	0	0	chrono	False
5.002288	0.1100097	0	0	0	0	0	chrono	False
5.007948	0.1156702	0	0	0	0	0	chrono	False
5.013314	0.1210361	0	0	0	0	0	chrono	False
5.01883	0.1265521	0	0	0	0.05	0	chrono	False
5.024354	0.1320753	0	0	0	0.05	0	chrono	False
5.029813	0.1375351	0	0	0	0	0	chrono	False
5.035417	0.1431384	0	0	0	0.05	-0.05	chrono	False
5.040993	0.1487141	0	0	0	0.05	0	chrono	False
5.046718	0.1544404	0	0	0	0	0	chrono	False
5.051997	0.159718	0	0	0	0	0	chrono	False
5.057548	0.1652689	0	0	0	0.05	0	chrono	False
5.063	0.170722	0	0	0	0	0	chrono	False
5.069305	0.1770272	0	0	0	0	0	chrono	False
5.075749	0.1834712	0	0	0	0	-0.05	chrono	False
5.081213	0.1889353	0	0	0	0	0	chrono	False
5.086601	0.1943226	0	0	0	0	0	chrono	False
5.092068	0.199789	0	0	0	0	0	chrono	False
5.097602	0.2053232	0	0	0	0	0	chrono	False
5.10334	0.2110615	0	0	0	0	0	chrono	False
5.108825	0.216547	0	0	0	0	0	chrono	False
5.114121	0.2218428	0	0	0	0	0	chrono	False
5.120008	0.2277288	0	0	0	0	0	chrono	False
5.125646	0.233367	0	0	0	0	0	chrono	False
5.131393	0.2391148	0	0	0	0	0	chrono	False
