Target_pos_z	0.2
Target_color	green
SessionTime	TrialTime	Cursor_posx	Cursor_posy	Cursor_posz	MouseX	MouseY	Phase	TargetAchieved
1.548907	2.980232E-06	0	0	0	0	0	chrono	False
1.920493	0.3715875	0	0	0	0.45	0.15	chrono	False
1.945571	0.3966659	0	0	0	0	0	chrono	False
1.954306	0.4054009	0	0	0	0	0	chrono	False
1.960134	0.4112287	0	0	0	0	0	chrono	False
1.966164	0.4172592	0	0	0	0	0	chrono	False
1.972275	0.4233698	0	0	0	0	0	chrono	False
1.978467	0.4295621	0	0	0	0	0	chrono	False
1.984815	0.4359101	0	0	0	0	0	chrono	False
1.991202	0.4422971	0	0	0	0	0	chrono	False
1.997988	0.449083	0	0	0	0	0	chrono	False
2.005242	0.4563372	0	0	0	0	0	chrono	False
2.011184	0.4622786	0	0	0	0	0	chrono	False
2.017296	0.4683907	0	0	0	0	0	chrono	False
2.023675	0.4747703	0	0	0	0	0	chrono	False
2.029452	0.4805462	0	0	0	0	0	chrono	False
2.035466	0.4865611	0	0	0	0	0	chrono	False
2.041355	0.4924493	0	0	0	0	0	chrono	False
2.047439	0.4985335	0	0	0	0	0	chrono	False
2.053297	0.5043919	0	0	0	0	0	chrono	False
2.058689	0.509784	0	0	0	0	0	chrono	False
2.065248	0.5163426	0	0	0	0	0	chrono	False
2.071004	0.522099	0	0	0	0	0	chrono	False
2.076726	0.5278206	0	0	0	0	0	chrono	False
2.082349	0.5334435	0	0	0	0	0	chrono	False
2.088282	0.5393765	0	0	0	0	0	chrono	False
2.09405	0.5451446	0	0	0	0	0	chrono	False
2.100004	0.5510988	0	0	0	0	0	chrono	False
2.106086	0.5571809	0	0	0	0	0	chrono	False
2.111933	0.5630279	0	0	0	0	0	chrono	False
2.117738	0.5688326	0	0	0	0	0	chrono	False
2.123123	0.5742173	0	0	0	0	0	chrono	False
2.129644	0.58074	0	0	0	0	0	chrono	False
2.135444	0.5865383	0	0	0	0	0	chrono	False
2.146321	0.5974154	0	0	0	0	0	chrono	False
2.152343	0.6034377	0	0	0	0	0	chrono	False
2.158382	0.6094768	0	0	0	0	0	chrono	False
2.164068	0.6151628	0	0	0	0	0	chrono	False
2.169872	0.6209669	0	0	0	0	0	chrono	False
2.175929	0.6270239	0	0	0	0	0	chrono	False
2.18193	0.6330242	0	0	0	0	0	chrono	False
